T, k1=2.500000 k2=1.000000 A01=0.003518 A02=0.003518 C01=0.000300 C02=0.000300, 0, 0, Hf1, Hf2, Hf
0.0, 0.000026, 0.000011, 0.003518, 0.003518, 0.000300, 0.000300, -0.000528, 0.001056, 0.000528
0.1, 0.000027, 0.000011, 0.003516, 0.003517, 0.000303, 0.000301, -0.000532, 0.001059, 0.000527
0.2, 0.000027, 0.000011, 0.003513, 0.003516, 0.000305, 0.000302, -0.000536, 0.001062, 0.000526
0.3, 0.000027, 0.000011, 0.003511, 0.003515, 0.000308, 0.000303, -0.000541, 0.001066, 0.000525
0.4, 0.000027, 0.000011, 0.003508, 0.003514, 0.000311, 0.000304, -0.000545, 0.001069, 0.000524
0.5, 0.000027, 0.000011, 0.003505, 0.003513, 0.000313, 0.000305, -0.000549, 0.001073, 0.000523
0.6, 0.000028, 0.000011, 0.003502, 0.003512, 0.000316, 0.000306, -0.000554, 0.001076, 0.000522
0.7, 0.000028, 0.000011, 0.003500, 0.003511, 0.000319, 0.000307, -0.000558, 0.001080, 0.000521
0.8, 0.000028, 0.000011, 0.003497, 0.003510, 0.000322, 0.000309, -0.000562, 0.001083, 0.000520
0.9, 0.000028, 0.000011, 0.003494, 0.003509, 0.000325, 0.000310, -0.000567, 0.001086, 0.000519
1.0, 0.000029, 0.000011, 0.003491, 0.003508, 0.000327, 0.000311, -0.000571, 0.001090, 0.000518
1.1, 0.000029, 0.000011, 0.003488, 0.003507, 0.000330, 0.000312, -0.000576, 0.001093, 0.000517
1.2, 0.000029, 0.000011, 0.003485, 0.003506, 0.000333, 0.000313, -0.000580, 0.001097, 0.000516
1.3, 0.000029, 0.000011, 0.003483, 0.003505, 0.000336, 0.000314, -0.000585, 0.001100, 0.000515
1.4, 0.000029, 0.000011, 0.003480, 0.003503, 0.000339, 0.000315, -0.000590, 0.001104, 0.000514
1.5, 0.000030, 0.000011, 0.003477, 0.003502, 0.000342, 0.000316, -0.000594, 0.001107, 0.000513
1.6, 0.000030, 0.000011, 0.003474, 0.003501, 0.000345, 0.000317, -0.000599, 0.001111, 0.000512
1.7, 0.000030, 0.000011, 0.003471, 0.003500, 0.000348, 0.000318, -0.000604, 0.001114, 0.000511
1.8, 0.000030, 0.000011, 0.003468, 0.003499, 0.000351, 0.000320, -0.000608, 0.001118, 0.000510
1.9, 0.000031, 0.000011, 0.003465, 0.003498, 0.000354, 0.000321, -0.000613, 0.001122, 0.000509
2.0, 0.000031, 0.000011, 0.003462, 0.003497, 0.000357, 0.000322, -0.000618, 0.001125, 0.000507
2.1, 0.000031, 0.000011, 0.003458, 0.003496, 0.000360, 0.000323, -0.000623, 0.001129, 0.000506
2.2, 0.000031, 0.000011, 0.003455, 0.003494, 0.000363, 0.000324, -0.000627, 0.001132, 0.000505
2.3, 0.000032, 0.000011, 0.003452, 0.003493, 0.000366, 0.000325, -0.000632, 0.001136, 0.000504
2.4, 0.000032, 0.000011, 0.003449, 0.003492, 0.000369, 0.000326, -0.000637, 0.001139, 0.000502
2.5, 0.000032, 0.000011, 0.003446, 0.003491, 0.000373, 0.000327, -0.000642, 0.001143, 0.000501
2.6, 0.000032, 0.000011, 0.003443, 0.003490, 0.000376, 0.000329, -0.000647, 0.001147, 0.000500
2.7, 0.000033, 0.000012, 0.003439, 0.003489, 0.000379, 0.000330, -0.000652, 0.001150, 0.000498
2.8, 0.000033, 0.000012, 0.003436, 0.003488, 0.000382, 0.000331, -0.000657, 0.001154, 0.000497
2.9, 0.000033, 0.000012, 0.003433, 0.003486, 0.000386, 0.000332, -0.000662, 0.001158, 0.000496
3.0, 0.000033, 0.000012, 0.003430, 0.003485, 0.000389, 0.000333, -0.000667, 0.001161, 0.000494
3.1, 0.000034, 0.000012, 0.003426, 0.003484, 0.000392, 0.000334, -0.000672, 0.001165, 0.000493
3.2, 0.000034, 0.000012, 0.003423, 0.003483, 0.000396, 0.000336, -0.000677, 0.001169, 0.000491
3.3, 0.000034, 0.000012, 0.003419, 0.003482, 0.000399, 0.000337, -0.000682, 0.001172, 0.000490
3.4, 0.000034, 0.000012, 0.003416, 0.003481, 0.000402, 0.000338, -0.000687, 0.001176, 0.000489
3.5, 0.000035, 0.000012, 0.003413, 0.003479, 0.000406, 0.000339, -0.000693, 0.001180, 0.000487
